id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
5696895,"Golden Gate Park, Asian Food",29536420,Claudia,,Inner Sunset,37.7617236,-122.4748753,Private room,75,1,166,9/17/2017,5.41,1,7
20395935,Inner sunset. Easy to get to outside lands.,11364151,Noah,,Inner Sunset,37.75459534,-122.4652767,Shared room,150,1,0,,,1,0
18009334,Golden Gate Park Studio,123803777,Tracy,,Inner Sunset,37.76345053,-122.4631792,Entire home/apt,120,2,8,7/24/2017,2.11,1,0
741178,Comfy Room near Golden Gate Park,3472264,Rob,,Inner Sunset,37.76479763,-122.4699263,Private room,125,2,182,9/30/2017,3.08,1,340
4787512,Inner Sunset 3BD Updated Edwardian,24679296,Christiaan,,Inner Sunset,37.76374963,-122.461833,Entire home/apt,275,3,32,8/20/2017,1.06,1,0
3721927,Upscale Golden Gate Pk Master Suite,5020218,Kelly,,Inner Sunset,37.75926643,-122.4631119,Entire home/apt,199,3,173,9/14/2017,4.48,2,53
7047892,Charming Cole Valley Retreat,1403199,Kate,,Inner Sunset,37.76392537,-122.4541003,Entire home/apt,250,2,2,9/17/2016,0.15,1,0
7228563,Modern Large House with Bay Views close to UCSF,480061,Mike,,Inner Sunset,37.75328566,-122.4685973,Entire home/apt,330,3,7,8/16/2017,0.48,1,75
19608483,Beautiful house with 2 bedrooms great location,137877108,Oba,,Inner Sunset,37.75654018,-122.4629401,Private room,150,1,16,9/28/2017,9.6,1,34
15756479,Large and Bright Flat near Golden Gate Park.,51434760,Ruslan,,Inner Sunset,37.76047264,-122.4716288,Entire home/apt,159,1,0,,,1,0
833149,Entire home/apt in San Francisco,4306242,Michael And Polina,,Inner Sunset,37.75941563,-122.4677048,Entire home/apt,104,30,11,6/6/2017,0.19,2,260
13233167,Tina's Room by Golden Gate Park (shared space),68432368,Brian,,Inner Sunset,37.76433943,-122.469053,Private room,70,30,21,8/10/2017,1.58,2,345
12797906,Spacious 2 Bedroom Flat in Vibrant Inner Sunset,498928,Fanny,,Inner Sunset,37.7589033,-122.4659779,Entire home/apt,140,2,55,9/29/2017,3.34,1,59
10864544,Room available for Super Bowl Week,1556071,Michael,,Inner Sunset,37.76278854,-122.4658388,Private room,225,3,0,,,2,0
16844534,"Artistic, Beautiful SF home in FANTASTIC location!",112153141,Vincenzo,,Inner Sunset,37.75934631,-122.4758372,Entire home/apt,175,3,5,8/17/2017,0.65,1,41
18450146,Private Sunset Studio on the Hill,4624326,Peter,,Inner Sunset,37.75794672,-122.4743656,Entire home/apt,175,1,13,9/10/2017,2.55,1,114
10035487,Charming 1 BR in Inner Sunset,11346187,Raghni,,Inner Sunset,37.76403289,-122.4680273,Entire home/apt,145,3,144,9/23/2017,6.73,1,137
16975571,Mountain Side SkyNest,8633884,Allyson,,Inner Sunset,37.75939814,-122.4599014,Entire home/apt,329,2,3,7/30/2017,0.42,1,42
14845574,Cole Valley Jewel 1 BR,92916855,Patricia,,Inner Sunset,37.76585893,-122.454081,Entire home/apt,130,30,32,7/15/2017,2.48,1,336
15602114,CHARACTER & CHARM IN GREAT LOCATION,25464532,Madonna Smith,,Inner Sunset,37.75687481,-122.476074,Entire home/apt,233,1,57,9/28/2017,5.07,1,113
6004953,Strategic Apartment by GGPark,28128931,Ali,,Inner Sunset,37.76457012,-122.4710212,Entire home/apt,129,2,15,6/20/2016,0.54,1,0
3720392,Golden Gate Park Orange Studio UCSF,5020218,Kelly,,Inner Sunset,37.76099144,-122.4652097,Entire home/apt,141,3,146,9/9/2017,3.87,2,65
902377,Studio-size Private Room by UCSF,4670031,Kameh,,Inner Sunset,37.76047842,-122.4625508,Private room,75,1,24,8/26/2017,1.9,3,291
20360770,1 Bedroom near Golden Gate Park,77135173,Anushka,,Inner Sunset,37.76501185,-122.4690049,Private room,250,1,4,9/25/2017,2.35,1,0
19793060,"Room near GG Park, Haight, Cole Valley, and UCSF",18190353,Vladimir,,Inner Sunset,37.76470995,-122.4577355,Private room,100,4,3,7/29/2017,1.23,1,0
10865192,Room available for Super Bowl Week,1556071,Michael,,Inner Sunset,37.76316481,-122.4639437,Private room,225,3,0,,,2,0
66664,lovely 1 BEDROOM: GG Park/UCSF,252184,Oded,,Inner Sunset,37.75710442,-122.4659381,Entire home/apt,75,15,44,4/4/2017,0.54,1,335
15991265,The center of SF with surreal nature backdrop,4093167,Jeremie,,Inner Sunset,37.76197326,-122.452805,Entire home/apt,200,3,16,4/17/2017,1.53,1,0
4669514,Charm and Tranquility in the City,2819839,Francine,,Inner Sunset,37.75913715,-122.4704058,Entire home/apt,125,20,1,1/11/2015,0.03,1,0
20258481,2 Person Bedroom in Shared House w/ Cats. Clean.,38757653,Terry,,Inner Sunset,37.76229071,-122.4740247,Private room,125,1,0,,,1,36
11305302,A Friendly Room,21994,Aaron,,Inner Sunset,37.7654923,-122.4532128,Private room,69,32,2,8/27/2016,0.13,7,365
11912034,Upper level in lovely Victorian private home,56486461,Dorothy,,Inner Sunset,37.76293718,-122.469315,Private room,120,4,6,9/24/2017,3.33,1,311
16498921,Monolocale: a Studio Apt in Cole Valley on MUNI,108376619,Howard,,Inner Sunset,37.76601455,-122.4544519,Entire home/apt,149,3,41,9/29/2017,5.3,1,20
2508995,Airstream in San Francisco,1731643,Bill,,Treasure Island/YBI,37.82424631,-122.365222,Entire home/apt,260,1,2,7/30/2017,0.05,1,365
17500053,Camper Van 6,1829581,Clint,,Treasure Island/YBI,37.82097925,-122.3735571,Entire home/apt,89,1,9,9/9/2017,1.27,6,365
16829186,Camper van 3,1829581,Clint,,Treasure Island/YBI,37.82217617,-122.3738866,Entire home/apt,89,2,2,4/24/2017,0.26,6,365
19346477,Camper Van 3,1541654,Brian,,Treasure Island/YBI,37.82619427,-122.3748918,Private room,89,1,4,8/24/2017,1.5,5,365
18584762,Mercedes Camper Van 1,1541654,Brian,,Treasure Island/YBI,37.82502904,-122.3746777,Entire home/apt,119,1,2,8/6/2017,0.75,5,359
16828172,Camper Van 2,1829581,Clint,,Treasure Island/YBI,37.82210565,-122.3754787,Entire home/apt,89,2,9,6/3/2017,1.09,6,365
18585120,Camper Van 2,1541654,Brian,,Treasure Island/YBI,37.82610429,-122.3730421,Entire home/apt,89,1,8,8/5/2017,1.73,5,365
18584947,Camper Van 1,1541654,Brian,,Treasure Island/YBI,37.82425572,-122.3729533,Entire home/apt,89,1,14,8/18/2017,2.86,5,361
18584870,Mercedes Camper Van 2,1541654,Brian,,Treasure Island/YBI,37.82473649,-122.375023,Entire home/apt,119,1,5,8/14/2017,1.5,5,365
17174433,Camper van 4,1829581,Clint,,Treasure Island/YBI,37.82183666,-122.3733459,Entire home/apt,89,1,15,4/24/2017,1.91,6,365
18271316,Camper van 7,1829581,Clint,,Treasure Island/YBI,37.82473925,-122.3727777,Entire home/apt,89,1,0,,,6,365
17499924,Camper Van 5,1829581,Clint,,Treasure Island/YBI,37.8202803,-122.3748502,Entire home/apt,89,1,6,4/28/2017,0.88,6,359
13606541,Private Room in Townhouse w/backyard near GG Park,29964041,Tamar,,Outer Richmond,37.77803777,-122.4803714,Private room,115,3,1,8/13/2017,0.59,1,0
18010394,Charming room in an apartment w GG views,104063449,Kira,,Outer Richmond,37.7793406,-122.493133,Private room,100,7,4,8/28/2017,0.75,2,150
10604248,"Outer Richmond, Ocean side",3151786,Keyvan,,Outer Richmond,37.77581118,-122.5059001,Private room,70,2,4,8/13/2017,0.29,1,0
16977777,1 Bedroom w/ Shared Living Room near Ocean Beach,23635498,Warren,,Outer Richmond,37.77739765,-122.4978895,Private room,178,1,1,2/25/2017,0.14,1,89
3323268,Outer Richmond Apt with Ocean View,15874376,Matt,,Outer Richmond,37.77424567,-122.5024128,Private room,101,1,21,7/31/2016,0.55,1,0
16930922,Promotion!4B2.5Ba Luxury SFH in SF Walk to GG Park,113116745,Da,,Outer Richmond,37.77438096,-122.4856351,Entire home/apt,425,2,10,9/15/2017,1.45,1,279
17626773,Charming Apartment with Golden Gate Views,104063449,Kira,,Outer Richmond,37.78075258,-122.4936263,Entire home/apt,229,3,1,9/10/2017,1,2,6
16846394,Relaxing Beach Getaway Next to Outside Lands,25427265,Megan,,Outer Richmond,37.77268724,-122.5058129,Entire home/apt,375,3,1,1/21/2017,0.12,1,88
9616042,Beautiful San Francisco Loft,27022605,Olena,,Outer Richmond,37.78257989,-122.4865508,Entire home/apt,139,3,9,9/3/2017,0.69,1,5
15835438,Large Family Home with all Amenities & Parking,4256843,Selena,,Outer Richmond,37.77553919,-122.5053431,Entire home/apt,280,2,4,8/27/2017,0.86,1,17
2397852,Modern 2King 2baths garden suite w/parking.,12062895,Suzy(S.Y.),,Outer Richmond,37.77424186,-122.5016747,Entire home/apt,306,2,39,9/14/2017,1.57,2,68
6887234,SF Richmond District Master Bdrm with Bath,7858294,Wendy,,Outer Richmond,37.77672002,-122.4827374,Private room,90,2,18,9/12/2017,0.69,3,112
15313698,Sea Cliff Apartments: Private Garden One Bedroom,87471225,Anya,,Outer Richmond,37.78483804,-122.479729,Entire home/apt,100,31,1,3/9/2017,0.1,2,305
2802418,Comfortable room,13923854,Gina,,Outer Richmond,37.77346731,-122.4990082,Private room,109,2,160,9/25/2017,3.85,1,336
918572,Artist's Home near GG Park & Ocean,4933610,Marcella,,Outer Richmond,37.7757247,-122.4859696,Entire home/apt,371,3,9,8/14/2017,0.17,1,108
12175341,Master bed in Apartment close to Land's End,34368512,Taylor,,Outer Richmond,37.78079997,-122.492623,Private room,120,2,3,8/20/2016,0.18,2,0
11556239,Best Kept Secret in Town,36381578,Harris,,Outer Richmond,37.78002045,-122.5038459,Private room,79,3,40,9/26/2017,2.13,3,84
494111,Comfortable space of your own in SF,252927,Vivian,,Outer Richmond,37.7798476,-122.4847757,Entire home/apt,120,3,77,9/16/2017,1.23,1,283
16043093,Family-Friendly Richmond Retreat,83844277,Stacy,,Outer Richmond,37.78136248,-122.4888073,Entire home/apt,160,2,27,9/26/2017,3.48,1,115
12832173,3000+ sqft family friendly home,2566492,Jim,,Outer Richmond,37.77558981,-122.4958184,Entire home/apt,350,5,4,8/7/2017,0.26,1,11
14569097,Private bedroom near Golden Gate Park & Beach!,5507265,Tracey,,Outer Richmond,37.77674941,-122.4942942,Private room,99,3,3,10/3/2016,0.22,2,31
6213273,Modern Boutique Flat by the Ocean,9310705,Agi And Chris,,Outer Richmond,37.77176702,-122.5088706,Entire home/apt,390,3,108,9/14/2017,3.79,1,296
8382187,"In law studio, great location, garage parking",44172059,Ludmela,,Outer Richmond,37.7797356,-122.4989719,Private room,100,1,84,9/11/2017,3.41,1,303
14095612,Modern 2BR @ GGPark&ChinaBeach w/car+parking,74216765,Nikki,,Outer Richmond,37.78096773,-122.4807264,Entire home/apt,275,2,11,6/27/2017,0.78,1,0
5218542,Spacious quiet room with full bed -- afternoon Sun,11266138,Jon,,Outer Richmond,37.7763946,-122.4876646,Shared room,65,1,1,7/25/2015,0.04,1,79
15605179,Cozy Room in Private Suite next to Goldengate Park,93237994,Brandon,,Outer Richmond,37.77650182,-122.4802256,Shared room,150,1,0,,,1,83
13558325,Music Home Studio,78101035,毅君,,Outer Richmond,37.7829338,-122.4785506,Shared room,200,1,0,,,1,0
20079272,2BD by the Lands End & Golden Gate Park,40402048,Aida,,Outer Richmond,37.78053505,-122.4793611,Entire home/apt,300,2,4,9/18/2017,2.03,1,3
652882,Charming Apartment in San Francisco,3281940,Diana,,Outer Richmond,37.77275064,-122.4918649,Entire home/apt,200,1,0,,,1,275
19315635,Mid-Century in the Avenues,1867331,David + Le,,Outer Richmond,37.77366559,-122.4939314,Entire home/apt,145,3,1,7/31/2017,0.47,1,0
2115503,Ocean Beach - Kelly's Cove,10785430,Ant,,Outer Richmond,37.77622306,-122.5090638,Entire home/apt,150,2,111,9/20/2017,4.18,1,127
780002,Beautiful Master Bedroom&Bathroom ,732264,Rose,,Outer Richmond,37.78196776,-122.4900392,Private room,80,2,12,10/19/2015,0.23,1,244
9755638,Winter break apartment ocean beach,50313255,Ibrahima,,Outer Richmond,37.77746037,-122.5007585,Private room,60,20,0,,,1,0
15378973,Fog Haven: a comfy oceanside studio near GG Park,98297694,Will,,Outer Richmond,37.77988215,-122.5012791,Entire home/apt,109,1,20,8/7/2017,2.83,1,0
10824720,3BDR near beach nd Golden Gate park,15946915,Ashley,,Outer Richmond,37.77893565,-122.5061081,Entire home/apt,169,1,135,9/11/2017,7.08,1,20
9317689,Sunny Queen w private bathroom,32630881,Melinda,,Outer Richmond,37.77376033,-122.498294,Private room,80,7,0,,,1,0
20213175,"Private Room - Walk to Beach, GG Park, and More",110391047,Corinne,,Outer Richmond,37.77508791,-122.5026588,Private room,90,2,30,9/26/2017,15,1,38
585326,Cozy Suite Private Bathrm by GGPark,2676602,Su,,Outer Richmond,37.77632195,-122.4806718,Private room,69,1,423,9/20/2017,6.65,2,123
3862661,Spacious master bedroom at Beach,19936726,Evan,,Outer Richmond,37.77312639,-122.5093603,Private room,75,1,14,9/24/2017,1.52,1,284
20197869,Quiet In-law - Outer Richmond,143827141,Ben,,Outer Richmond,37.77271523,-122.5045683,Entire home/apt,249,3,0,,,1,101
16790413,"12+HOME PERMITTED BY SF STR,BUILDING&PLANNING DEP.",12575941,Alex,,Outer Richmond,37.77695189,-122.4787119,Entire home/apt,308,1,37,9/15/2017,4.53,1,281
8352275,Cozy Room in Sight of the Sea,11512680,Brent,,Outer Richmond,37.77897722,-122.5067491,Private room,129,1,192,10/1/2017,7.71,2,334
16921655,Studio in San Francisco,22494807,Marcus,,Outer Richmond,37.78444105,-122.4865948,Entire home/apt,205,3,0,,,1,339
13415594,Hardly Strictly Bluegrass!  Richmond district home,49298580,Jimmy,,Outer Richmond,37.77465106,-122.4979875,Entire home/apt,300,3,3,7/17/2016,0.19,1,0
7222704,Charming SF 1911 Studio,30610362,Dennis,,Outer Richmond,37.78286656,-122.4834628,Entire home/apt,105,2,143,9/24/2017,5.34,1,92
16807426,Private Bedroom with Private Bathroom near Ocean,10573197,Beverly,,Outer Richmond,37.77347332,-122.5006727,Private room,130,3,0,,,2,184
142177,"Stylish, Spacious and Quiet Flat!",656263,Noreen,,Outer Richmond,37.78470578,-122.4812497,Entire home/apt,350,3,158,8/25/2017,2.18,1,34
6885520,SF Richmond District Beauty Purple,7858294,Wendy,,Outer Richmond,37.7750229,-122.4827781,Private room,85,2,1,7/21/2017,0.41,3,0
18021096,Awesome Ocean View -1  BR & 1 BA,123920280,Pj,,Outer Richmond,37.77328419,-122.5093674,Private room,120,120,2,8/13/2017,0.51,1,0
19292775,SUTRO'S HIDEAWAY,135098800,Karen,,Outer Richmond,37.77806262,-122.5053623,Entire home/apt,190,2,6,9/28/2017,1.8,1,65
8207665,SF home w/pkg near Golden Gate Park,10394065,Carol,,Outer Richmond,37.7778541,-122.4801103,Entire home/apt,250,2,51,9/25/2017,2.27,3,155
2161686,Clean & Quiet Home w/Laundry,4049851,Daniel,,Outer Richmond,37.77301039,-122.4987846,Entire home/apt,129,3,6,4/2/2016,0.14,2,0
15334433,SEA CLIFFS - CHARMING THREE BEDROOM FLAT,87471225,Anya,,Outer Richmond,37.78547083,-122.4792212,Entire home/apt,175,30,3,3/22/2017,0.28,2,336
16604785,Super big 3rd floor flat close to GG park!,109561020,Julie,,Outer Richmond,37.77958836,-122.4950811,Entire home/apt,200,3,31,9/28/2017,3.55,1,65
14371252,Beautiful bedroom with a king bed!,5326196,Mila,,Outer Richmond,37.78043041,-122.4806219,Private room,399,1,0,,,2,364
16427669,Private room near Golden Gate park,85755224,Cliff And  Becky,,Outer Richmond,37.77365195,-122.4835881,Entire home/apt,98,1,0,,,1,275
2965491,Beautiful 3Br  2.5 Bath Edwardian,15131298,Geordie,,Outer Richmond,37.77268738,-122.5115,Entire home/apt,320,3,39,8/21/2017,0.98,1,87
8224399,Garden View Room in SF,43368246,Elizabeth & Jon,,Outer Richmond,37.77542586,-122.4927202,Private room,177,1,0,,,1,0
15564777,"San Francisco Bedroom, Private Bathroom sleeps 1-3",14522747,Sarah,,Outer Richmond,37.77419149,-122.4911063,Private room,85,2,12,9/10/2017,2.93,1,157
1589434,Tranquil Top Floor Escape near Golden Gate Park,6884497,Kelsey,,Outer Richmond,37.77940273,-122.4947498,Private room,110,7,0,,,1,0
8617216,Family House by Golden Gate Park,250901,Mark,,Outer Richmond,37.77410611,-122.4930081,Entire home/apt,195,2,104,9/29/2017,4.39,1,70
10812630,"Sunny&Convenient SFH w/ Parking&Yard, A+ Location",55983066,Cindy,,Outer Richmond,37.77794411,-122.4799253,Entire home/apt,198,1,113,9/8/2017,5.54,2,121
8456859,Beautiful Beachside Home,23852998,Joshua,,Outer Richmond,37.77392204,-122.5092505,Entire home/apt,150,30,95,8/1/2017,4.06,1,234
10469182,Cozy Garden Studio - Private Entry,34963239,Landy,,Outer Richmond,37.78112798,-122.5010952,Private room,120,2,159,9/24/2017,7.98,1,133
7650273,"Private Room, Shared Living Spaces",40144567,Rodrigo,,Outer Richmond,37.77833104,-122.4853582,Private room,80,1,4,8/10/2015,0.15,1,0
8715362,"Large, light, mid-richmond 1bd flat",6017986,Michelle,,Outer Richmond,37.77471011,-122.4838339,Entire home/apt,145,2,20,6/25/2017,0.86,1,0
10337916,Sutro Heights executive suite,1984693,Jackie,,Outer Richmond,37.77897629,-122.5085082,Entire home/apt,139,3,25,10/1/2017,4.36,1,99
2396847,"Luxurious, Modern, Fully-Equipped Studio",10895766,Yelena,,Outer Richmond,37.77915101,-122.4785733,Entire home/apt,125,2,214,9/26/2017,5.2,1,296
11353590,Bright Cozy Room @ The Happy Garden,21242902,Julia,,Outer Richmond,37.77481301,-122.4790597,Private room,55,1,0,,,1,0
11719688,Family Friendly Apt. Next to Golden Gate Park!,62318002,Greg,,Outer Richmond,37.77580337,-122.4977233,Entire home/apt,105,2,63,9/18/2017,3.46,1,75
7092292,Beautiful room near Gldn Gate Park,36575446,Rodney,,Outer Richmond,37.77364641,-122.4983185,Private room,92,1,0,,,1,0
19822620,Baker Beach Getaway,25006046,Leslie,,Outer Richmond,37.785186,-122.4812999,Private room,80,2,0,,,1,86
10942409,"Cheery, well-located SF family home",25164788,Whui,,Outer Richmond,37.78239518,-122.4848905,Entire home/apt,250,7,2,10/10/2016,0.13,1,0
767788,Clean & Quiet w/ Parking & Laundry,4049851,Daniel,,Outer Richmond,37.77305291,-122.4988856,Private room,79,1,307,9/22/2017,5.24,2,348
162934,Designer remodeled studio,778281,Noelle,,Outer Richmond,37.77760606,-122.5037843,Entire home/apt,149,4,142,9/25/2017,1.88,1,316
16825473,Entire Golden Gate Park Garden Apartment,13358652,Joan,,Outer Richmond,37.77656665,-122.4784134,Entire home/apt,138,5,14,8/15/2017,2.08,1,81
14653250,"Charming full floor flat near ocean,city, woods.",4141253,Les,,Outer Richmond,37.77735155,-122.4930377,Entire home/apt,190,4,8,2/16/2017,0.61,1,31
17340703,Art Space near Golden Gate Park,66385869,Bobby,,Outer Richmond,37.77485946,-122.4979278,Entire home/apt,97,1,23,9/14/2017,3.61,6,59
10925179,Super Bowl for 4,55845104,Ivette,,Outer Richmond,37.77190594,-122.5066991,Private room,700,1,0,,,1,0
10255048,French Coutryside during Super Bowl,52721270,Robert,,Outer Richmond,37.78299864,-122.4827612,Entire home/apt,975,3,0,,,1,0
8152867,Private room/bathroom FREE parking,10394065,Carol,,Outer Richmond,37.77745,-122.4798876,Private room,99,2,61,9/6/2017,3.1,3,161
19591538,Newly Remodeled 2 beds 1 bath Apt Parks - Sleeps 6,137719050,Stephanie,,Outer Richmond,37.77951103,-122.4950472,Entire home/apt,129,2,23,9/25/2017,7.58,1,301
669972,Ultimate Outside Lands Base! (2BR / 1.5BA),3393526,Vaughn,,Outer Richmond,37.78063886,-122.4876974,Entire home/apt,152,2,21,8/14/2017,0.39,1,272
1828645,Light cozy and charming!,8402602,Malika,,Outer Richmond,37.7748524,-122.5006292,Entire home/apt,160,3,2,8/27/2017,1.18,1,0
13153557,Bedroom in gorgeous apartment next to Golden Gate,34368512,Taylor,,Outer Richmond,37.7790778,-122.4927067,Private room,125,2,3,8/7/2016,0.18,2,0
2683857,Lovely Home Perfect for Family,224012,Karyn,,Outer Richmond,37.7755677,-122.4933144,Entire home/apt,215,7,19,7/19/2017,0.48,1,58
29557,gigi's bed and breakfast,126036,Gigi,,Outer Richmond,37.77930832,-122.5051832,Entire home/apt,155,2,30,9/4/2017,0.35,1,302
12251742,Grand 4 Bedroom SF Victorian Home,56113122,Ed,,Outer Richmond,37.78532411,-122.4825023,Entire home/apt,1000,4,1,8/9/2016,0.07,1,297
815711,Comfy Futon for Female Travelers  ,2430013,Laura,,Outer Richmond,37.78084739,-122.5033493,Shared room,100,1,3,9/20/2013,0.06,1,274
13996915,Spacious and airy apartment near Golden Gate Park!,33082786,Madeline,,Outer Richmond,37.7774938,-122.4799944,Private room,80,1,1,8/7/2016,0.07,1,0
20187328,Cozy Spot for 4 Near Golden Gate Park,31574596,Brandon,,Outer Richmond,37.77814111,-122.4997527,Entire home/apt,264,4,0,,,1,0
1097535,SUMMER SPECIAL!!! 6 WEEKS FOR $4000,4153030,David,,Outer Richmond,37.77294739,-122.4976518,Private room,120,2,96,9/13/2017,1.86,1,348
14629029,Entire apartment near Golden Gate Park & Beach,5507265,Tracey,,Outer Richmond,37.7765427,-122.4941604,Entire home/apt,125,2,6,6/4/2017,0.46,2,0
17333633,Renovated & Contemporary Apt with 3 Beds 2 Baths,117047823,Alon,,Outer Richmond,37.77806467,-122.490216,Entire home/apt,315,3,8,8/26/2017,1.08,1,114
1077444,KING SIZE & queen size also avail!,5929123,Andrea,,Outer Richmond,37.77712065,-122.4783155,Private room,120,2,81,9/3/2017,1.55,2,331
6795093,Spacious flat  in San Francisco,35568433,Helen,,Outer Richmond,37.77389428,-122.4888194,Entire home/apt,170,7,1,8/31/2015,0.04,1,0
1405046,Outsidelands! Beautiful home 2 blocks from concert,7582644,Meredith,,Outer Richmond,37.77362976,-122.4901704,Entire home/apt,350,3,5,8/8/2017,0.35,1,0
15756691,Golden Gate View 1 Bedroom House,99783900,Iain,,Outer Richmond,37.77954091,-122.4901161,Entire home/apt,195,1,33,9/15/2017,3.05,1,201
208727,"Full Floor Flat, Priv.Bath Mid-Richmond,",519598,Robert,,Outer Richmond,37.78264839,-122.4897119,Private room,88,30,25,8/31/2017,0.39,1,336
5548977,The Real San Francisco,6076870,Todd And Tatyana,,Outer Richmond,37.78093392,-122.4942512,Entire home/apt,295,2,194,9/27/2017,6.29,2,325
3157463,Stylish Edwardian Family Home,3924145,Deborah,,Outer Richmond,37.78611024,-122.4823427,Entire home/apt,375,7,15,8/14/2017,0.39,1,326
1665516,1Br/1Ba Apt in the Richmond Dist,3071180,Adam&Roz,,Outer Richmond,37.78000219,-122.4825284,Entire home/apt,150,3,121,9/21/2017,3.44,1,294
13724120,Private bedroom - San Francisco,10394065,Carol,,Outer Richmond,37.77607981,-122.4817979,Private room,99,2,18,3/26/2017,1.19,3,331
7973978,Small Guestroom in  SF Richmond,24986327,Michelle,,Outer Richmond,37.77638407,-122.4782271,Private room,79,2,194,9/16/2017,7.74,1,18
14805196,Charming room with private bathroom,56398946,Wes,,Outer Richmond,37.77657825,-122.5037621,Private room,68,1,134,9/30/2017,10.28,2,356
8135263,Couch Available in Outer Richmond,4804748,Sasha,,Outer Richmond,37.77352519,-122.492837,Shared room,51,1,0,,,2,49
19933917,Room available in the Richmond District,141248444,Bryce,,Outer Richmond,37.78090353,-122.4880302,Private room,75,1,5,8/14/2017,2.14,1,0
8135258,Private Room in the Outer Richmond,4804748,Sasha,,Outer Richmond,37.77482828,-122.4919719,Private room,150,2,4,8/18/2017,1.79,2,0
19408774,The Perfect Room for Outside Lands,136067294,Sara,,Outer Richmond,37.77356512,-122.4926633,Private room,74,3,2,8/13/2017,0.66,1,0
12917134,"Modern, Comfy 2BR Upstairs Flat with Deck",5326196,Mila,,Outer Richmond,37.77442688,-122.4803959,Entire home/apt,229,2,48,9/28/2017,3.16,2,184
9919372,Great Room & Private Sitting Area,140012,Samuel,,Outer Richmond,37.7749349,-122.4782985,Private room,98,1,0,,,1,0
2483504,Perfect 1B/Ocean beach/GoldenGate/,11417348,Coté And Arturo,,Outer Richmond,37.77206808,-122.5001213,Entire home/apt,185,1,72,8/20/2017,1.73,1,347
589516,Modern Zen 2 beds 1 bath Apt Beach GG Park Ocean,2908279,Frank,,Outer Richmond,37.77785468,-122.4989646,Entire home/apt,129,2,84,9/25/2017,1.33,1,317
2254431,Rooms with Spectacular Ocean View  ,11512680,Brent,,Outer Richmond,37.7749467,-122.5092119,Entire home/apt,470,1,32,8/23/2017,0.76,2,59
9119210,Modern Room by Golden Gate Park (Blue Butterfly),23752034,Brian,,Outer Richmond,37.77240746,-122.5016871,Private room,100,30,59,8/28/2017,2.52,2,301
10888166,Bedroom w Yard in Cute & Modern 2BR Condo,7851576,Monica,,Outer Richmond,37.77433383,-122.4888874,Private room,109,10,3,7/10/2016,0.15,1,0
4023249,Stunning Spanish Mediterranean Home,16071511,Jamie,,Outer Richmond,37.77788922,-122.5077886,Entire home/apt,359,4,5,8/8/2015,0.14,2,0
13280184,"1 bedroom + 1 futon, private kitchen & bathroom",335486,Marco,,Outer Richmond,37.77850085,-122.4881294,Private room,120,1,9,11/6/2016,0.56,1,0
19588004,SF Edwardian Home With French Flair,137684925,Claudine,,Outer Richmond,37.78312219,-122.4891414,Entire home/apt,350,3,0,,,1,74
11322959,CLEAN MODERN CONDO WITH OCEAN VIEW,4507691,Suzie,,Outer Richmond,37.77722065,-122.5016501,Entire home/apt,195,2,8,9/21/2016,0.45,1,0
3793678,Beautiful Garden 1BR Apartment,19480577,Trisha & Adam,,Outer Richmond,37.77443818,-122.487462,Entire home/apt,164,5,55,9/3/2017,1.44,1,328
11657897,"Quiet, Clean Room Near GG Park",53969364,Nicholas,,Outer Richmond,37.77385547,-122.4856749,Private room,100,1,1,3/10/2016,0.05,1,0
19489396,"Beautiful, Sunlit Shared Master Bedroom for JULY",128792124,Shannon,,Outer Richmond,37.7795223,-122.4957841,Shared room,30,20,0,,,1,0
1478708,Lovely Bedroom with Private Bath,5004349,Mary,,Outer Richmond,37.77189976,-122.503716,Private room,95,2,103,9/11/2017,3.94,1,63
15327480,Designer 3 BDRM w/ outdoor oasis. Garage parking.,1939545,Ray,,Outer Richmond,37.77436241,-122.481026,Entire home/apt,300,3,8,9/19/2017,2.42,1,19
10788165,Spacious apartment with Ocean Views,36312066,Kevin,,Outer Richmond,37.77728088,-122.4941389,Entire home/apt,900,2,0,,,1,365
2088800,Gorgeous Richmond Dist Home by GGpk,7858294,Wendy,,Outer Richmond,37.77357581,-122.4855911,Entire home/apt,150,2,15,7/9/2017,0.36,3,274
14299442,Americana arty 3-room private apartment w/kitchen,87346026,Steve,,Outer Richmond,37.77939458,-122.4965796,Entire home/apt,140,4,6,8/14/2017,0.43,1,274
16778566,"Sunny, beautiful apartment right next to GG Park.",23741447,Linda,,Outer Richmond,37.77490205,-122.4840907,Entire home/apt,159,2,22,5/29/2017,2.67,1,0
3481025,A Home Above the Rest: Quiet with old SF Charm,16933260,Angela,,Outer Richmond,37.77390864,-122.479721,Entire home/apt,159,2,191,9/20/2017,5.21,1,95
8167459,PRIVATE ENTRY - Garden Studio - Near Ocean Beach,42713588,Michelle,,Outer Richmond,37.77812037,-122.5026206,Private room,133,1,157,10/1/2017,6.33,1,119
5890033,Lovely 2 BR/ Golden Gate Park,30588646,Michele,,Outer Richmond,37.77216046,-122.5017595,Entire home/apt,120,1,12,8/14/2017,0.49,1,0
